,Rk,Year,Team,Lg,G,W,L,Ties,W.L.,pythW.L.,Finish,GB,Playoffs,R,RA,Attendance,BatAge,PAge,X.Bat,X.P,Top.Player,Managers,current
2243,121,1896,New York Giants,NL,133,64,67,2,0.489,0.504,7th of 12,27,,829,821,274000,27.6,28.2,30,12,J.Meekin (5.6),A.Irwin (36-53) and B.Joyce (28-14),SFG
2244,122,1895,New York Giants,NL,132,66,65,1,0.504,0.51,9th of 12,21.5,,852,834,240000,26.9,26.4,24,8,A.Rusie (6.2),"G.Davis (16-17), J.Doyle (32-31) and H.Watkins (18-17)",SFG
2245,123,1894,New York Giants,NL,137,88,44,5,0.667,0.583,2nd of 12,3,,962,801,387000,26.9,25.1,17,5,A.Rusie (14.2),J.Ward (88-44),SFG
2246,124,1893,New York Giants,NL,136,68,64,4,0.515,0.549,5th of 12,19.5,,941,845,290000,27.2,25.4,28,12,A.Rusie (11.8),J.Ward (68-64),SFG
2247,125,1892,New York Giants,NL,153,71,80,2,0.47,0.492,8th of 12,31.5,,811,826,130566,27.9,24.5,23,5,A.Rusie (7.8),P.Powers (71-80),SFG
2248,126,1891,New York Giants,NL,136,71,61,4,0.538,0.527,3rd of 8,13,,754,711,210568,30.3,24.6,24,11,A.Rusie (8.9),J.Mutrie (71-61),SFG
2249,127,1890,New York Giants,NL,135,63,68,4,0.481,0.51,6th of 8,24,,713,698,60667,27.2,22.4,23,6,A.Rusie (9.1),J.Mutrie (63-68),SFG
2250,128,1889,New York Giants,NL,131,83,43,5,0.659,0.625,1st of 8,--,Won WS (6-3),935,708,,29.8,29.7,20,8,M.Welch (6.2),J.Mutrie (83-43),SFG
2251,129,1888,New York Giants,NL,138,84,47,7,0.641,0.642,1st of 8,--,Won WS (6-4),659,479,,27.8,27.6,20,7,T.Keefe (9.1),J.Mutrie (84-47),SFG
2252,130,1887,New York Giants,NL,129,68,55,6,0.553,0.555,4th of 8,10.5,,816,723,,28.4,27.1,26,10,T.Keefe (7.5),J.Mutrie (68-55),SFG
2253,131,1886,New York Giants,NL,124,75,44,5,0.63,0.597,3rd of 8,12.5,,692,558,,29.3,27.5,18,4,T.Keefe (9.5),J.Mutrie (75-44),SFG
2254,132,1885,New York Giants,NL,112,85,27,0,0.759,0.758,2nd of 8,2,,691,370,,28.5,26,13,5,M.Welch (10.7),J.Mutrie (85-27),SFG
2255,133,1884,New York Gothams,NL,116,62,50,4,0.554,0.549,4th of 8,22,,693,623,,26.6,23.7,17,6,M.Welch (12.3),J.Price (56-42) and J.Ward (6-8),SFG
2256,134,1883,New York Gothams,NL,98,46,50,2,0.479,0.461,6th of 8,16,,530,577,,26.4,23.5,16,5,J.Ward (5.0),J.Clapp (46-50),SFG
2257,1,2016,SEA,AL West,162,86,76,0,0.531,0.538,2nd of 5,9,,768,707,2267928,30.4,28.8,40,32,R.Cano (7.3),S.Servais (86-76),SEA
2258,2,2015,SEA,AL West,162,76,86,0,0.469,0.454,4th of 5,12,,656,726,2193581,28.6,28.6,51,28,N.Cruz (5.2),L.McClendon (76-86),SEA
2259,3,2014,SEA,AL West,162,87,75,0,0.537,0.561,3rd of 5,11,,634,554,2064334,27.6,29,44,20,F.Hernandez (6.7),L.McClendon (87-75),SEA
2260,4,2013,SEA,AL West,162,71,91,0,0.438,0.414,4th of 5,25,,624,754,1761546,28.5,28,47,22,H.Iwakuma (6.9),E.Wedge (71-91),SEA
2261,5,2012,SEA,AL West,162,75,87,0,0.463,0.477,4th of 4,19,,619,651,1721920,27.1,27.9,38,18,F.Hernandez (4.8),E.Wedge (75-87),SEA
2262,6,2011,SEA,AL West,162,67,95,0,0.414,0.412,4th of 4,29,,556,675,1896321,29.2,26.8,47,21,B.Ryan (4.0),E.Wedge (67-95),SEA
2263,7,2010,SEA,AL West,162,61,101,0,0.377,0.363,4th of 4,29,,513,698,2085630,29.4,27.1,47,22,F.Hernandez (7.1),D.Wakamatsu (42-70) and D.Brown (19-31),SEA
2264,8,2009,SEA,AL West,162,85,77,0,0.525,0.464,3rd of 4,12,,640,692,2195533,29.8,27.4,46,20,F.Gutierrez (6.6),D.Wakamatsu (85-77),SEA
2265,9,2008,SEA,AL West,162,61,101,0,0.377,0.414,4th of 4,39,,671,811,2329702,29.6,28.5,44,22,A.Beltre (5.6),J.McLaren (25-47) and J.Riggleman (36-54),SEA
2266,10,2007,SEA,AL West,162,88,74,0,0.543,0.489,2nd of 4,6,,794,813,2672223,29.8,28.1,44,23,I.Suzuki (5.8),M.Hargrove (45-33) and J.McLaren (43-41),SEA
2267,11,2006,SEA,AL West,162,78,84,0,0.481,0.479,4th of 4,15,,756,792,2481165,28.6,28,49,25,A.Beltre (5.4),M.Hargrove (78-84),SEA
2268,12,2005,SEA,AL West,162,69,93,0,0.426,0.467,4th of 4,26,,699,751,2725459,28.9,31.4,48,21,I.Suzuki (3.9),M.Hargrove (69-93),SEA
2269,13,2004,SEA,AL West,162,63,99,0,0.389,0.425,4th of 4,29,,698,823,2940731,31.5,30.4,48,23,I.Suzuki (9.1),B.Melvin (63-99),SEA
2270,14,2003,SEA,AL West,162,93,69,0,0.574,0.6,2nd of 4,3,,795,637,3268509,31.9,29.8,37,18,B.Boone (5.9),B.Melvin (93-69),SEA
2271,15,2002,SEA,AL West,162,93,69,0,0.574,0.569,3rd of 4,10,,814,699,3542938,31.2,30.2,40,19,J.Moyer (5.7),L.Piniella (93-69),SEA
2272,16,2001,SEA,AL West,162,116,46,0,0.716,0.672,1st of 4,--,Lost ALCS (4-1),927,627,3507326,31.4,30.8,35,15,B.Boone (8.8),L.Piniella (116-46),SEA
2273,17,2000,SEA,AL West,162,91,71,0,0.562,0.569,2nd of 4,0.5,Lost ALCS (4-2),907,780,2914624,31.2,29.3,37,16,A.Rodriguez (10.4),L.Piniella (91-71),SEA
2274,18,1999,SEA,AL West,162,79,83,0,0.488,0.476,3rd of 4,16,,859,905,2916346,29.2,28.2,51,28,J.Moyer (6.7),L.Piniella (79-83),SEA
2275,19,1998,SEA,AL West,161,76,85,0,0.472,0.502,3rd of 4,11.5,,859,855,2651511,29.8,31.3,47,20,A.Rodriguez (8.5),L.Piniella (76-85),SEA
2276,20,1997,SEA,AL West,162,90,72,0,0.556,0.548,1st of 4,--,Lost LDS (3-1),925,833,3192237,29.4,30.4,47,24,K.Griffey (9.1),L.Piniella (90-72),SEA
2277,21,1996,SEA,AL West,161,85,76,0,0.528,0.547,2nd of 4,4.5,,993,895,2723850,28.7,27.8,49,25,K.Griffey (9.7),L.Piniella (85-76),SEA
2278,22,1995,SEA,AL West,145,79,66,0,0.545,0.553,1st of 4,--,Lost ALCS (4-2),796,708,1643203,28.7,28.8,46,24,R.Johnson (8.7),L.Piniella (79-66),SEA
2279,23,1994,SEA,AL West,112,49,63,0,0.438,0.464,3rd of 4,2,,569,616,1104206,27.4,27.1,44,20,K.Griffey (6.9),L.Piniella (49-63),SEA
2280,24,1993,SEA,AL West,162,82,80,0,0.506,0.502,4th of 7,12,,734,731,2052638,28,28.3,48,23,K.Griffey (8.7),L.Piniella (82-80),SEA
2281,25,1992,SEA,AL West,162,64,98,0,0.395,0.426,7th of 7,32,,679,799,1651367,28.3,27.4,48,23,E.Martinez (6.5),B.Plummer (64-98),SEA
2282,26,1991,SEA,AL West,162,83,79,0,0.512,0.519,5th of 7,12,,702,674,2147905,28.1,27.5,38,17,K.Griffey (7.1),J.Lefebvre (83-79),SEA
2283,27,1990,SEA,AL West,162,77,85,0,0.475,0.472,5th of 7,26,,640,680,1509727,27.9,26.9,43,22,E.Martinez (5.5),J.Lefebvre (77-85),SEA
2284,28,1989,SEA,AL West,162,73,89,0,0.451,0.478,6th of 7,26,,694,728,1298443,26.7,26.1,40,19,S.Bankhead (4.6),J.Lefebvre (73-89),SEA
2285,29,1988,SEA,AL West,161,68,93,0,0.422,0.448,7th of 7,35.5,,664,744,1022398,27,26.4,40,17,M.Langston (5.7),D.Williams (23-33) and J.Snyder (45-60),SEA
2286,30,1987,SEA,AL West,162,78,84,0,0.481,0.476,4th of 7,7,,760,801,1134255,26.8,25.9,41,18,M.Langston (5.9),D.Williams (78-84),SEA
2287,31,1986,SEA,AL West,162,67,95,0,0.414,0.431,7th of 7,25,,718,835,1029045,26.7,26.9,40,17,M.Moore (4.7),"C.Cottier (9-19), M.Martinez (0-1) and D.Williams (58-75)",SEA
2288,32,1985,SEA,AL West,162,74,88,0,0.457,0.441,6th of 7,17,,719,818,1128696,26.9,26.1,42,21,M.Moore (6.3),C.Cottier (74-88),SEA
2289,33,1984,SEA,AL West,162,74,88,0,0.457,0.442,5th of 7,10,,682,774,870372,27,26.1,40,15,A.Davis (5.9),D.Crandall (59-76) and C.Cottier (15-12),SEA
2290,34,1983,SEA,AL West,162,60,102,0,0.37,0.374,7th of 7,39,,558,740,813537,26.6,27.2,41,15,M.Young (5.1),R.Lachemann (26-47) and D.Crandall (34-55),SEA
2291,35,1982,SEA,AL West,162,76,86,0,0.469,0.459,4th of 7,17,,651,712,1070404,27.9,27.3,40,15,F.Bannister (4.9),R.Lachemann (76-86),SEA
2292,36,1981,SEA,AL West,110,44,65,1,0.404,0.409,6th of 7,20,,426,521,636276,28.6,26.8,38,15,T.Paciorek (4.3),M.Wills (6-18) and R.Lachemann (38-47),SEA
2293,37,1980,SEA,AL West,163,59,103,1,0.364,0.382,7th of 7,38,,610,793,836204,28.5,26.5,34,13,F.Bannister (4.3),D.Johnson (39-65) and M.Wills (20-38),SEA
2294,38,1979,SEA,AL West,162,67,95,0,0.414,0.435,6th of 7,21,,711,820,844447,28.5,25.5,35,17,M.Parrott (5.1),D.Johnson (67-95),SEA
2295,39,1978,SEA,AL West,160,56,104,0,0.35,0.363,7th of 7,35,,614,834,877440,27,26.9,34,15,L.Roberts (4.3),D.Johnson (56-104),SEA
2296,40,1977,SEA,AL West,162,64,98,0,0.395,0.36,6th of 7,38,,624,855,1338511,26.4,27.9,43,21,R.Jones (4.1),D.Johnson (64-98),SEA
2297,1,2016,STL,NL Central,162,86,76,0,0.531,0.541,2nd of 5,17.5,,779,712,3444490,28.5,28,41,21,C.Martinez (5.9),M.Matheny (86-76),STL
2298,2,2015,STL,NL Central,162,100,62,0,0.617,0.594,1st of 5,--,Lost LDS (3-1),647,525,3520889,28.4,28.2,46,23,J.Heyward (6.5),M.Matheny (100-62),STL
2299,3,2014,STL,NL Central,162,90,72,0,0.556,0.512,1st of 5,--,Lost NLCS (4-1),619,603,3540649,28.6,27.2,46,24,A.Wainwright (6.4),M.Matheny (90-72),STL
2300,4,2013,STL,NL Central,162,97,65,0,0.599,0.622,1st of 5,--,Lost WS (4-2),783,596,3369769,28.7,26.9,44,25,A.Wainwright (6.4),M.Matheny (97-65),STL
2301,5,2012,STL,NL Central,162,88,74,0,0.543,0.575,2nd of 6,9,Lost NLCS (4-3),765,648,3262109,29.2,28.6,45,24,Y.Molina (6.9),M.Matheny (88-74),STL
2302,6,2011,STL,NL Central,162,90,72,0,0.556,0.544,2nd of 6,6,Won WS (4-3),762,692,3093954,29.3,30.2,46,24,A.Pujols (5.3),T.La Russa (90-72),STL
2303,7,2010,STL,NL Central,162,86,76,0,0.531,0.563,2nd of 6,5,,736,641,3301218,28.8,30.2,42,22,A.Pujols (7.5),T.La Russa (86-76),STL
2304,8,2009,STL,NL Central,162,91,71,0,0.562,0.56,1st of 6,--,Lost LDS (3-0),730,640,3343252,28.5,30.1,42,20,A.Pujols (9.7),T.La Russa (91-71),STL
2305,9,2008,STL,NL Central,162,86,76,0,0.531,0.533,4th of 6,11.5,,779,725,3432917,28.8,30.2,43,24,A.Pujols (9.2),T.La Russa (86-76),STL
2306,10,2007,STL,NL Central,162,78,84,0,0.481,0.439,3rd of 6,7,,725,829,3552180,30.2,29.6,45,25,A.Pujols (8.7),T.La Russa (78-84),STL
2307,11,2006,STL,NL Central,161,83,78,0,0.516,0.511,1st of 6,--,Won WS (4-1),781,762,3407104,29.6,28.6,41,19,A.Pujols (8.4),T.La Russa (83-78),STL
2308,12,2005,STL,NL Central,162,100,62,0,0.617,0.608,1st of 6,--,Lost NLCS (4-2),805,634,3538988,30.8,29.7,40,20,A.Pujols (8.4),T.La Russa (100-62),STL
2309,13,2004,STL,NL Central,162,105,57,0,0.648,0.617,1st of 6,--,Lost WS (4-0),855,659,3048427,30.6,30.1,37,20,S.Rolen (9.1),T.La Russa (105-57),STL
2310,14,2003,STL,NL Central,162,85,77,0,0.525,0.544,3rd of 6,3,,876,796,2910386,29.9,31.2,42,24,A.Pujols (8.6),T.La Russa (85-77),STL
2311,15,2002,STL,NL Central,162,97,65,0,0.599,0.588,1st of 6,--,Lost NLCS (4-1),787,648,3011756,29,30.2,44,26,J.Edmonds (6.7),T.La Russa (97-65),STL
2312,16,2001,STL,NL Central,162,93,69,0,0.574,0.579,2nd of 6,--,Lost LDS (3-2),814,684,3109578,28.8,29.3,40,21,A.Pujols (6.6),T.La Russa (93-69),STL
2313,17,2000,STL,NL Central,162,95,67,0,0.586,0.564,1st of 6,--,Lost NLCS (4-1),887,771,3336493,29.7,29.3,46,24,J.Edmonds (6.3),T.La Russa (95-67),STL
2314,18,1999,STL,NL Central,161,75,86,0,0.466,0.484,4th of 6,21.5,,809,838,3225334,28.7,28.6,42,22,M.McGwire (5.2),T.La Russa (75-86),STL
2315,19,1998,STL,NL Central,163,83,79,1,0.512,0.516,3rd of 6,19,,810,782,3195691,30.5,28.9,45,23,M.McGwire (7.5),T.La Russa (83-79),STL
2316,20,1997,STL,NL Central,162,73,89,0,0.451,0.488,4th of 5,11,,689,708,2634014,30,29.5,51,25,R.Lankford (5.2),T.La Russa (73-89),STL
2317,21,1996,STL,NL Central,162,88,74,0,0.543,0.533,1st of 5,--,Lost NLCS (4-3),759,706,2654718,30.7,30.9,38,18,B.Jordan (5.4),T.La Russa (88-74),STL
2318,22,1995,STL,NL Central,143,62,81,0,0.434,0.429,4th of 5,22.5,,563,658,1756727,28.7,30.2,46,21,B.Jordan (5.1),J.Torre (20-27) and M.Jorgensen (42-54),STL
2319,23,1994,STL,NL Central,115,53,61,1,0.465,0.432,3rd of 5,13,,535,621,1866544,28.9,29.4,37,18,M.Whiten (3.1),J.Torre (53-61),STL
2320,24,1993,STL,NL East,162,87,75,0,0.537,0.509,3rd of 7,10,,758,744,2844977,28,28.7,39,18,G.Jefferies (5.1),J.Torre (87-75),STL
2321,25,1992,STL,NL East,162,83,79,0,0.512,0.52,3rd of 6,13,,631,604,2418483,28.6,28.7,39,15,B.Tewksbury (6.3),J.Torre (83-79),STL
2322,26,1991,STL,NL East,162,84,78,0,0.519,0.502,2nd of 6,14,,651,648,2448699,28.5,29.4,36,18,O.Smith (5.0),J.Torre (84-78),STL
2323,27,1990,STL,NL East,162,70,92,0,0.432,0.43,6th of 6,25,,599,698,2573225,29.4,29.8,43,22,W.McGee (4.4),"W.Herzog (33-47), R.Schoendienst (13-11) and J.Torre (24-34)",STL
2324,28,1989,STL,NL East,164,86,76,2,0.531,0.518,3rd of 6,7,,632,608,3080980,29.3,28.2,33,15,O.Smith (7.3),W.Herzog (86-76),STL
2325,29,1988,STL,NL East,162,76,86,0,0.469,0.459,5th of 6,25,,578,633,2892799,28.1,28.9,41,19,O.Smith (6.6),W.Herzog (76-86),STL
2326,30,1987,STL,NL East,162,95,67,0,0.586,0.564,1st of 6,--,Lost WS (4-3),798,693,3072122,28.1,27.9,39,18,O.Smith (6.4),W.Herzog (95-67),STL
2327,31,1986,STL,NL East,161,79,82,0,0.491,0.492,3rd of 6,28.5,,601,611,2471974,27.4,28.6,38,17,O.Smith (5.6),W.Herzog (79-82),STL
2328,32,1985,STL,NL East,162,101,61,0,0.623,0.62,1st of 6,--,Lost WS (4-3),747,572,2637563,27.7,29,37,16,J.Tudor (8.3),W.Herzog (101-61),STL
2329,33,1984,STL,NL East,162,84,78,0,0.519,0.505,3rd of 6,12.5,,652,645,2037448,28.2,27,41,17,O.Smith (5.0),W.Herzog (84-78),STL
2330,34,1983,STL,NL East,162,79,83,0,0.488,0.48,4th of 6,11,,679,710,2317914,27.5,27.7,42,18,D.Porter (3.9),W.Herzog (79-83),STL
2331,35,1982,STL,NL East,162,92,70,0,0.568,0.554,1st of 6,--,Won WS (4-3),685,609,2111906,27.8,28.7,33,14,L.Smith (6.1),W.Herzog (92-70),STL
2332,36,1981,STL,NL East,103,59,43,1,0.578,0.549,1st of 6,--,,464,417,1010247,27.5,27.9,35,16,K.Hernandez (4.2),W.Herzog (59-43),STL
2333,37,1980,STL,NL East,162,74,88,0,0.457,0.518,4th of 6,17,,738,710,1385147,27.3,27.8,42,21,K.Hernandez (6.6),"K.Boyer (18-33), J.Krol (0-1), W.Herzog (38-35) and R.Schoendienst (18-19)",STL
2334,38,1979,STL,NL East,163,86,76,1,0.531,0.524,3rd of 6,12,,731,693,1627256,27.4,26.4,37,16,K.Hernandez (7.6),K.Boyer (86-76),STL
2335,39,1978,STL,NL East,162,69,93,0,0.426,0.459,5th of 6,21,,600,657,1278215,26.9,25.3,39,16,J.Denny (5.6),"V.Rapp (6-11), J.Krol (1-1) and K.Boyer (62-81)",STL
2336,40,1977,STL,NL East,162,83,79,0,0.512,0.531,3rd of 6,18,,737,688,1659287,26.3,25.7,40,15,T.Simmons (5.2),V.Rapp (83-79),STL
2337,41,1976,STL,NL East,162,72,90,0,0.444,0.47,5th of 6,29,,629,671,1207079,27.2,25.1,40,16,J.Denny (5.2),R.Schoendienst (72-90),STL
2338,42,1975,STL,NL East,163,82,80,1,0.506,0.482,3rd of 6,10.5,,662,689,1695270,28.2,26.6,44,19,B.Forsch (6.8),R.Schoendienst (82-80),STL
2339,43,1974,STL,NL East,161,86,75,0,0.534,0.524,2nd of 6,1.5,,677,643,1838413,27.8,28.9,43,16,R.Smith (5.5),R.Schoendienst (86-75),STL
2340,44,1973,STL,NL East,162,81,81,0,0.5,0.529,2nd of 6,1.5,,643,603,1574046,27,28.6,46,19,T.Simmons (5.5),R.Schoendienst (81-81),STL
2341,45,1972,STL,NL East,156,75,81,0,0.481,0.475,4th of 6,21.5,,568,600,1196894,27.6,27.9,47,22,B.Gibson (7.7),R.Schoendienst (75-81),STL
2342,46,1971,STL,NL East,163,90,72,1,0.556,0.525,2nd of 6,7,,739,699,1604671,28.5,27.1,43,23,J.Torre (5.9),R.Schoendienst (90-72),STL
2343,47,1970,STL,NL East,162,76,86,0,0.469,0.498,4th of 6,13,,744,747,1629736,27.7,26.4,47,22,B.Gibson (10.1),R.Schoendienst (76-86),STL
2344,48,1969,STL,NL East,162,87,75,0,0.537,0.544,4th of 6,13,,595,540,1682783,29.1,27.9,42,20,B.Gibson (11.3),R.Schoendienst (87-75),STL
2345,49,1968,STL,NL,162,97,65,0,0.599,0.595,1st of 10,--,Lost WS (4-3),583,472,2011167,28.7,27,32,13,B.Gibson (11.9),R.Schoendienst (97-65),STL
2346,50,1967,STL,NL,161,101,60,0,0.627,0.6,1st of 10,--,Won WS (4-3),695,557,2090145,27.8,26.9,31,13,O.Cepeda (6.8),R.Schoendienst (101-60),STL
2347,51,1966,STL,NL,162,83,79,0,0.512,0.495,6th of 10,12,,571,577,1712980,26.8,27.5,37,18,B.Gibson (6.5),R.Schoendienst (83-79),STL
2348,52,1965,STL,NL,162,80,81,1,0.497,0.522,7th of 10,16.5,,707,674,1241201,28.4,28.9,35,15,B.Gibson (7.6),R.Schoendienst (80-81),STL
2349,53,1964,STL,NL,162,93,69,0,0.574,0.542,1st of 10,--,Won WS (4-3),715,652,1143294,27.9,29.2,38,18,K.Boyer (6.1),J.Keane (93-69),STL
2350,54,1963,STL,NL,162,93,69,0,0.574,0.579,2nd of 10,6,,747,628,1170546,28.8,29.1,42,15,D.Groat (7.1),J.Keane (93-69),STL
2351,55,1962,STL,NL,163,84,78,1,0.519,0.57,6th of 10,17.5,,774,664,953895,28.2,27.7,37,15,B.Gibson (6.4),J.Keane (84-78),STL
2352,56,1961,STL,NL,155,80,74,1,0.519,0.523,5th of 8,13,,703,668,855305,28.4,26.2,40,13,K.Boyer (7.9),S.Hemus (33-41) and J.Keane (47-33),STL
2353,57,1960,STL,NL,155,86,68,1,0.558,0.517,3rd of 8,9,,639,616,1096632,28.7,25.7,47,16,E.Broglio (7.7),S.Hemus (86-68),STL
2354,58,1959,STL,NL,154,71,83,0,0.461,0.444,7th of 8,16,,641,725,929953,28.2,26,49,22,K.Boyer (7.4),S.Hemus (71-83),STL
2355,59,1958,STL,NL,154,72,82,0,0.468,0.441,5th of 8,20,,619,704,1063730,27.7,28.7,42,20,K.Boyer (6.0),F.Hutchinson (69-75) and S.Hack (3-7),STL
2356,60,1957,STL,NL,154,87,67,0,0.565,0.546,2nd of 8,8,,737,666,1183575,28.5,27.5,39,19,S.Musial (6.1),F.Hutchinson (87-67),STL
2357,61,1956,STL,NL,156,76,78,2,0.494,0.487,4th of 8,17,,678,698,1029773,28.7,28.7,46,19,K.Boyer (6.4),F.Hutchinson (76-78),STL
2358,62,1955,STL,NL,154,68,86,0,0.442,0.433,7th of 8,30.5,,654,757,849130,28.1,27.2,40,20,S.Musial (6.1),E.Stanky (17-19) and H.Walker (51-67),STL
2359,63,1954,STL,NL,154,72,82,0,0.468,0.505,6th of 8,25,,799,790,1039698,28.2,30,36,18,S.Musial (6.9),E.Stanky (72-82),STL
2360,64,1953,STL,NL,157,83,71,3,0.539,0.534,3rd of 8,22,,768,713,880242,29.2,28.3,41,16,S.Musial (7.7),E.Stanky (83-71),STL
2361,65,1952,STL,NL,154,88,66,0,0.571,0.533,3rd of 8,8.5,,677,630,913113,30.4,28.1,41,20,S.Musial (8.0),E.Stanky (88-66),STL
2362,66,1951,STL,NL,155,81,73,1,0.526,0.508,3rd of 8,15.5,,683,671,1013429,29.5,29.5,45,18,S.Musial (9.1),M.Marion (81-73),STL
2363,67,1950,STL,NL,153,78,75,0,0.51,0.515,5th of 8,12.5,,693,670,1093411,29.1,31,40,15,S.Musial (7.3),E.Dyer (78-75),STL
2364,68,1949,STL,NL,157,96,58,3,0.623,0.598,2nd of 8,1,,766,616,1430676,28,31,37,14,S.Musial (9.3),E.Dyer (96-58),STL
2365,69,1948,STL,NL,155,85,69,1,0.552,0.563,2nd of 8,6.5,,742,646,1111440,28.8,30.2,37,14,S.Musial (11.1),E.Dyer (85-69),STL
2366,70,1947,STL,NL,156,89,65,2,0.578,0.594,2nd of 8,5,,780,634,1247913,28,29.2,30,12,W.Kurowski (5.9),E.Dyer (89-65),STL
2367,71,1946,STL,NL,156,98,58,0,0.628,0.62,1st of 8,--,Won WS (4-3),712,545,1061807,27.2,29.1,37,15,S.Musial (8.6),E.Dyer (98-58),STL
2368,72,1945,STL,NL,155,95,59,1,0.617,0.617,2nd of 8,3,,756,582,594630,28.1,28.5,37,15,W.Kurowski (4.8),B.Southworth (95-59),STL
2369,73,1944,STL,NL,157,105,49,3,0.682,0.697,1st of 8,--,Won WS (4-2),772,490,461968,27.6,28.1,27,12,S.Musial (8.8),B.Southworth (105-49),STL
2370,74,1943,STL,NL,157,105,49,3,0.682,0.658,1st of 8,--,Lost WS (4-1),679,475,517135,26.3,27.6,28,11,S.Musial (9.4),B.Southworth (105-49),STL
2371,75,1942,STL,NL,156,106,48,2,0.688,0.696,1st of 8,--,Won WS (4-1),755,480,553552,26.4,26.9,32,13,M.Cooper (8.4),B.Southworth (106-48),STL
2372,76,1941,STL,NL,155,97,56,2,0.634,0.599,2nd of 8,2.5,,734,589,633645,27.4,27.7,38,16,E.White (5.5),B.Southworth (97-56),STL
2373,77,1940,STL,NL,156,84,69,3,0.549,0.53,3rd of 8,16,,747,699,324078,27,28.8,38,16,J.Mize (7.4),"R.Blades (14-24), M.Gonzalez (1-5) and B.Southworth (69-40)",STL
2374,78,1939,STL,NL,155,92,61,2,0.601,0.594,2nd of 8,4.5,,779,633,400245,27.1,29.4,36,15,J.Mize (7.9),R.Blades (92-61),STL
2375,79,1938,STL,NL,156,71,80,5,0.47,0.502,6th of 8,17.5,,725,722,291418,26.2,28.3,35,16,J.Mize (6.8),F.Frisch (63-72) and M.Gonzalez (8-8),STL
2376,80,1937,STL,NL,157,81,73,3,0.526,0.534,4th of 8,15,,789,733,430811,26.6,29.4,33,17,J.Medwick (8.5),F.Frisch (81-73),STL
2377,81,1936,STL,NL,155,87,67,1,0.565,0.501,2nd of 8,5,,795,794,448078,28.1,29,38,18,D.Dean (7.2),F.Frisch (87-67),STL
2378,82,1935,STL,NL,154,96,58,0,0.623,0.626,2nd of 8,4,,829,625,506084,28.4,28.4,36,17,D.Dean (7.1),F.Frisch (96-58),STL
2379,83,1934,STL,NL,154,95,58,1,0.621,0.589,1st of 8,--,Won WS (4-3),799,656,325056,28.5,28.2,31,14,D.Dean (9.1),F.Frisch (95-58),STL
2380,84,1933,STL,NL,154,82,71,1,0.536,0.555,5th of 8,9.5,,687,609,256171,29.8,29.4,33,12,D.Dean (5.7),G.Street (46-45) and F.Frisch (36-26),STL
2381,85,1932,STL,NL,156,72,82,2,0.468,0.478,6th of 8,18,,684,717,279219,29.5,27.4,42,15,D.Dean (6.6),G.Street (72-82),STL
2382,86,1931,STL,NL,154,101,53,0,0.656,0.627,1st of 8,--,Won WS (4-3),815,614,608535,30,30.4,31,9,C.Hafey (4.2),G.Street (101-53),STL
2383,87,1930,STL,NL,154,92,62,0,0.597,0.611,1st of 8,--,Lost WS (4-2),1004,784,508501,29.6,30.9,33,15,F.Frisch (4.7),G.Street (92-62),STL
2384,88,1929,STL,NL,154,78,74,2,0.513,0.514,4th of 8,20,,831,806,399887,28.4,32.3,32,15,C.Hafey (4.3),"B.Southworth (43-45), G.Street (1-0) and B.McKechnie (34-29)",STL
2385,89,1928,STL,NL,154,95,59,0,0.617,0.607,1st of 8,--,Lost WS (4-0),807,636,761574,28.9,32.1,31,11,B.Sherdel (5.9),B.McKechnie (95-59),STL
2386,90,1927,STL,NL,153,92,61,0,0.601,0.557,2nd of 8,1.5,,754,665,749340,27.8,31.4,34,14,F.Frisch (9.2),B.O'Farrell (92-61),STL
2387,91,1926,STL,NL,156,89,65,2,0.578,0.585,1st of 8,--,Won WS (4-3),817,678,668428,26.8,28.8,30,14,L.Bell (4.4),R.Hornsby (89-65),STL
2388,92,1925,STL,NL,153,77,76,0,0.503,0.537,4th of 8,18,,828,764,404959,27,27.8,34,13,R.Hornsby (10.2),B.Rickey (13-25) and R.Hornsby (64-51),STL
2389,93,1924,STL,NL,154,65,89,0,0.422,0.494,6th of 8,28.5,,740,750,272885,26.8,27.8,41,17,R.Hornsby (12.1),B.Rickey (65-89),STL
2390,94,1923,STL,NL,154,79,74,1,0.516,0.509,5th of 8,16,,746,732,338551,27.5,29.8,37,13,R.Hornsby (6.7),B.Rickey (79-74),STL
2391,95,1922,STL,NL,154,85,69,0,0.552,0.524,3rd of 8,8,,863,819,536998,28.1,29,36,16,R.Hornsby (10.0),B.Rickey (85-69),STL
2392,96,1921,STL,NL,154,87,66,1,0.569,0.578,3rd of 8,7,,809,681,384773,27.2,27.3,36,13,R.Hornsby (10.8),B.Rickey (87-66),STL
2393,97,1920,STL,NL,155,75,79,1,0.487,0.495,5th of 8,18,,675,682,326836,26.4,27.2,34,15,R.Hornsby (9.6),B.Rickey (75-79),STL
2394,98,1919,STL,NL,138,54,83,1,0.394,0.42,7th of 8,40.5,,463,552,167059,25.9,26.2,37,15,R.Hornsby (6.7),B.Rickey (54-83),STL
2395,99,1918,STL,NL,131,51,78,2,0.395,0.432,8th of 8,33,,454,527,110599,25.8,26.7,36,11,R.Hornsby (5.4),J.Hendricks (51-78),STL
2396,100,1917,STL,NL,154,82,70,2,0.539,0.47,3rd of 8,15,,531,567,288491,25.5,26.4,33,13,R.Hornsby (9.9),M.Huggins (82-70),STL
