,Rk,Year,Team,Lg,G,W,L,Ties,W.L.,pythW.L.,Finish,GB,Playoffs,R,RA,Attendance,BatAge,PAge,X.Bat,X.P,Top.Player,Managers,current
2090,16,2001,SDP,NL West,162,79,83,0,0.488,0.487,4th of 5,13,,789,812,2378128,28.9,28.7,48,25,P.Nevin (5.8),B.Bochy (79-83),SDP
2091,17,2000,SDP,NL West,162,76,86,0,0.469,0.463,5th of 5,21,,752,815,2352443,28.6,27.5,56,29,P.Nevin (4.1),B.Bochy (76-86),SDP
2092,18,1999,SDP,NL West,162,74,88,0,0.457,0.457,4th of 5,26,,710,781,2523538,29.7,28.8,41,20,R.Sanders (4.1),B.Bochy (74-88),SDP
2093,19,1998,SDP,NL West,162,98,64,0,0.605,0.575,1st of 5,--,Lost WS (4-0),749,635,2555874,31.1,29.8,42,21,K.Brown (9.1),B.Bochy (98-64),SDP
2094,20,1997,SDP,NL West,162,76,86,0,0.469,0.448,4th of 4,14,,795,891,2089333,30.8,28.1,45,21,T.Gwynn (4.3),B.Bochy (76-86),SDP
2095,21,1996,SDP,NL West,162,91,71,0,0.562,0.556,1st of 4,--,Lost LDS (3-0),771,682,2187886,30.9,28.7,43,19,K.Caminiti (7.6),B.Bochy (91-71),SDP
2096,22,1995,SDP,NL West,144,70,74,0,0.486,0.497,3rd of 4,8,,668,672,1041805,28.8,26.6,40,20,A.Ashby (5.0),B.Bochy (70-74),SDP
2097,23,1994,SDP,NL West,117,47,70,0,0.402,0.453,4th of 4,12.5,,479,531,953857,27.2,26.8,40,20,T.Gwynn (4.2),J.Riggleman (47-70),SDP
2098,24,1993,SDP,NL West,162,61,101,0,0.377,0.442,7th of 7,43,,679,772,1375432,26.9,26.7,46,23,G.Harris (4.8),J.Riggleman (61-101),SDP
2099,25,1992,SDP,NL West,162,82,80,0,0.506,0.486,3rd of 6,16,,617,636,1721406,28.4,29.1,39,17,G.Sheffield (6.2),G.Riddoch (78-72) and J.Riggleman (4-8),SDP
2100,26,1991,SDP,NL West,162,84,78,0,0.519,0.493,3rd of 6,10,,636,646,1804289,28,29,48,23,T.Gwynn (5.6),G.Riddoch (84-78),SDP
2101,27,1990,SDP,NL West,162,75,87,0,0.463,0.5,4th of 6,16,,673,673,1856396,28.7,29.5,37,16,E.Whitson (7.1),J.McKeon (37-43) and G.Riddoch (38-44),SDP
2102,28,1989,SDP,NL West,162,89,73,0,0.549,0.512,2nd of 6,3,,642,626,2009031,27.9,29.2,40,17,E.Whitson (6.7),J.McKeon (89-73),SDP
2103,29,1988,SDP,NL West,161,83,78,0,0.516,0.509,3rd of 6,11,,594,583,1506896,27.2,28,35,14,R.Alomar (4.3),L.Bowa (16-30) and J.McKeon (67-48),SDP
2104,30,1987,SDP,NL West,162,65,97,0,0.401,0.439,6th of 6,25,,668,763,1454061,26.5,27.7,39,19,T.Gwynn (8.5),L.Bowa (65-97),SDP
2105,31,1986,SDP,NL West,162,74,88,0,0.457,0.456,4th of 6,22,,656,723,1805716,29.2,28.1,39,19,T.Gwynn (6.6),S.Boros (74-88),SDP
2106,32,1985,SDP,NL West,162,83,79,0,0.512,0.52,3rd of 6,12,,650,622,2210352,29.7,28.2,33,15,T.Gwynn (5.2),D.Williams (83-79),SDP
2107,33,1984,SDP,NL West,162,92,70,0,0.568,0.536,1st of 6,--,Lost WS (4-1),686,634,1983904,28.3,27.6,31,13,T.Gwynn (6.3),D.Williams (92-70),SDP
2108,34,1983,SDP,NL West,163,81,81,1,0.5,0.5,4th of 6,10,,653,653,1539815,27.4,27.4,41,18,T.Kennedy (4.4),D.Williams (81-81),SDP
2109,35,1982,SDP,NL West,162,81,81,0,0.5,0.512,4th of 6,8,,675,658,1607516,26.6,27.4,38,14,S.Lezcano (5.9),D.Williams (81-81),SDP
2110,36,1981,SDP,NL West,110,41,69,0,0.373,0.421,6th of 6,26,,382,455,519161,25.9,27.6,34,14,G.Richards (2.7),F.Howard (41-69),SDP
2111,37,1980,SDP,NL West,163,73,89,1,0.451,0.454,6th of 6,19.5,,591,654,1139026,28.1,28.7,36,15,O.Smith (5.0),J.Coleman (73-89),SDP
2112,38,1979,SDP,NL West,161,68,93,0,0.422,0.445,5th of 6,22,,603,681,1456967,27.5,29.1,35,13,D.Winfield (8.3),R.Craig (68-93),SDP
2113,39,1978,SDP,NL West,162,84,78,0,0.519,0.495,4th of 6,11,,591,598,1670107,26,28.4,38,16,G.Tenace (5.2),R.Craig (84-78),SDP
2114,40,1977,SDP,NL West,162,69,93,0,0.426,0.415,5th of 6,29,,692,834,1376269,25.7,26,35,15,G.Hendrick (5.8),"J.McNamara (20-28), B.Skinner (1-0) and A.Dark (48-65)",SDP
2115,41,1976,SDP,NL West,162,73,89,0,0.451,0.432,5th of 6,29,,570,662,1458478,28.4,26.2,36,16,D.Winfield (5.1),J.McNamara (73-89),SDP
2116,42,1975,SDP,NL West,162,71,91,0,0.438,0.404,4th of 6,37,,552,683,1281747,27.5,25.6,38,14,R.Jones (7.6),J.McNamara (71-91),SDP
2117,43,1974,SDP,NL West,162,60,102,0,0.37,0.314,6th of 6,42,,541,830,1075399,26.5,24.8,43,18,D.Freisleben (3.6),J.McNamara (60-102),SDP
2118,44,1973,SDP,NL West,162,60,102,0,0.37,0.349,6th of 6,39,,548,770,611826,25.2,25.4,32,12,D.Roberts (3.2),D.Zimmer (60-102),SDP
2119,45,1972,SDP,NL West,153,58,95,0,0.379,0.362,6th of 6,36.5,,488,665,644273,25.1,25.2,41,15,N.Colbert (5.4),P.Gomez (4-7) and D.Zimmer (54-88),SDP
2120,46,1971,SDP,NL West,161,61,100,0,0.379,0.398,6th of 6,28.5,,486,610,557513,26.4,26.3,40,16,D.Roberts (7.7),P.Gomez (61-100),SDP
2121,47,1970,SDP,NL West,162,63,99,0,0.389,0.434,6th of 6,39,,681,788,643679,26.6,26.4,37,16,C.Gaston (5.1),P.Gomez (63-99),SDP
2122,48,1969,SDP,NL West,162,52,110,0,0.321,0.299,6th of 6,41,,468,746,512970,26.2,24.9,42,17,O.Brown (2.6),P.Gomez (52-110),SDP
2123,1,2016,SFG,NL West,162,87,75,0,0.537,0.557,2nd of 5,4,Lost LDS (3-1),715,631,3365256,29.1,30,45,24,M.Bumgarner (5.9),B.Bochy (87-75),SFG
2124,2,2015,SFG,NL West,162,84,78,0,0.519,0.548,2nd of 5,8,,696,627,3375882,28.9,31.5,48,21,B.Posey (6.1),B.Bochy (84-78),SFG
2125,3,2014,SFG,NL West,162,88,74,0,0.543,0.536,2nd of 5,6,Won WS (4-3),665,614,3368697,28.6,31.7,46,21,M.Bumgarner (5.3),B.Bochy (88-74),SFG
2126,4,2013,SFG,NL West,162,76,86,0,0.469,0.457,3rd of 5,16,,629,691,3369106,28.7,29.6,44,21,B.Posey (4.9),B.Bochy (76-86),SFG
2127,5,2012,SFG,NL West,162,94,68,0,0.58,0.546,1st of 5,--,Won WS (4-0),718,649,3377371,27.8,30,45,23,B.Posey (7.3),B.Bochy (94-68),SFG
2128,6,2011,SFG,NL West,162,86,76,0,0.531,0.494,2nd of 5,8,,570,578,3387303,30.2,28.5,44,17,P.Sandoval (6.1),B.Bochy (86-76),SFG
2129,7,2010,SFG,NL West,162,92,70,0,0.568,0.581,1st of 5,--,Won WS (4-1),697,583,3037443,29.6,27.9,42,19,A.Huff (5.7),B.Bochy (92-70),SFG
2130,8,2009,SFG,NL West,162,88,74,0,0.543,0.533,3rd of 5,7,,657,611,2862110,29,28.7,44,21,T.Lincecum (7.6),B.Bochy (88-74),SFG
2131,9,2008,SFG,NL West,162,72,90,0,0.444,0.423,4th of 5,12,,640,759,2863837,29.6,27.1,49,20,T.Lincecum (8.1),B.Bochy (72-90),SFG
2132,10,2007,SFG,NL West,162,71,91,0,0.438,0.476,5th of 5,19,,683,720,3223215,32.7,27.3,44,22,M.Cain (4.3),B.Bochy (71-91),SFG
2133,11,2006,SFG,NL West,161,76,85,0,0.472,0.474,3rd of 5,11.5,,746,790,3130313,33.6,28.7,44,21,J.Schmidt (4.0),F.Alou (76-85),SFG
2134,12,2005,SFG,NL West,162,75,87,0,0.463,0.437,3rd of 5,7,,649,745,3181023,32.2,30,50,24,N.Lowry (4.8),F.Alou (75-87),SFG
2135,13,2004,SFG,NL West,162,91,71,0,0.562,0.545,2nd of 5,2,,850,770,3256854,31.6,30.1,43,22,B.Bonds (10.6),F.Alou (91-71),SFG
2136,14,2003,SFG,NL West,161,100,61,0,0.621,0.576,1st of 5,--,Lost LDS (3-1),755,638,3264898,32.1,28.6,46,21,B.Bonds (9.2),F.Alou (100-61),SFG
2137,15,2002,SFG,NL West,162,95,66,1,0.59,0.608,2nd of 5,2.5,Lost WS (4-3),783,616,3253203,32.1,29.2,38,17,B.Bonds (11.8),D.Baker (95-66),SFG
2138,16,2001,SFG,NL West,162,90,72,0,0.556,0.53,2nd of 5,2,,799,748,3311958,31.5,29.2,41,18,B.Bonds (11.9),D.Baker (90-72),SFG
2139,17,2000,SFG,NL West,162,97,65,0,0.599,0.597,1st of 5,--,Lost LDS (3-1),925,747,3318800,29.9,28.5,36,17,B.Bonds (7.7),D.Baker (97-65),SFG
2140,18,1999,SFG,NL West,162,86,76,0,0.531,0.522,2nd of 5,14,,872,831,2078399,30.2,28.6,35,16,B.Bonds (3.8),D.Baker (86-76),SFG
2141,19,1998,SFG,NL West,163,89,74,0,0.546,0.561,2nd of 5,9.5,,845,739,1925364,30.7,31.8,41,17,B.Bonds (8.1),D.Baker (89-74),SFG
2142,20,1997,SFG,NL West,162,90,72,0,0.556,0.495,1st of 4,--,Lost LDS (3-0),784,793,1690869,29.6,28.9,42,23,B.Bonds (8.1),D.Baker (90-72),SFG
2143,21,1996,SFG,NL West,162,68,94,0,0.42,0.438,4th of 4,23,,752,862,1413922,28.9,28.4,49,20,B.Bonds (9.6),D.Baker (68-94),SFG
2144,22,1995,SFG,NL West,144,67,77,0,0.465,0.421,4th of 4,11,,652,776,1241500,28.8,28.6,46,25,B.Bonds (7.5),D.Baker (67-77),SFG
2145,23,1994,SFG,NL West,115,55,60,0,0.478,0.504,2nd of 4,3.5,,504,500,1704608,28.4,28.5,36,17,B.Bonds (6.2),D.Baker (55-60),SFG
2146,24,1993,SFG,NL West,162,103,59,0,0.636,0.608,2nd of 7,1,,808,636,2606354,28,28.5,42,18,B.Bonds (9.9),D.Baker (103-59),SFG
2147,25,1992,SFG,NL West,162,72,90,0,0.444,0.445,5th of 6,26,,574,647,1560998,28.1,28.2,40,18,B.Swift (4.6),R.Craig (72-90),SFG
2148,26,1991,SFG,NL West,162,75,87,0,0.463,0.467,4th of 6,19,,649,697,1737478,28.4,28.9,41,19,M.Williams (5.4),R.Craig (75-87),SFG
2149,27,1990,SFG,NL West,162,85,77,0,0.525,0.506,3rd of 6,6,,719,710,1975528,29.1,29.5,51,26,M.Williams (4.9),R.Craig (85-77),SFG
2150,28,1989,SFG,NL West,162,92,70,0,0.568,0.569,1st of 6,--,Lost WS (4-0),699,600,2059701,28.5,31.6,45,21,W.Clark (8.6),R.Craig (92-70),SFG
2151,29,1988,SFG,NL West,162,83,79,0,0.512,0.531,4th of 6,11.5,,670,626,1785297,28.3,31.1,43,18,B.Butler (6.8),R.Craig (83-79),SFG
2152,30,1987,SFG,NL West,162,90,72,0,0.556,0.571,1st of 6,--,Lost NLCS (4-3),783,669,1917168,27.9,29.1,46,20,W.Clark (4.2),R.Craig (90-72),SFG
2153,31,1986,SFG,NL West,162,83,79,0,0.512,0.555,3rd of 6,13,,698,618,1528748,26.9,29.3,40,18,C.Davis (4.1),R.Craig (83-79),SFG
2154,32,1985,SFG,NL West,162,62,100,0,0.383,0.413,6th of 6,33,,556,674,818697,27.7,27.7,36,15,M.Krukow (3.5),J.Davenport (56-88) and R.Craig (6-12),SFG
2155,33,1984,SFG,NL West,162,66,96,0,0.407,0.424,6th of 6,26,,682,807,1001545,29,27.4,39,16,C.Davis (5.1),F.Robinson (42-64) and D.Ozark (24-32),SFG
2156,34,1983,SFG,NL West,162,79,83,0,0.488,0.493,5th of 6,12,,687,697,1251530,28,27.8,41,16,A.Hammaker (4.4),F.Robinson (79-83),SFG
2157,35,1982,SFG,NL West,162,87,75,0,0.537,0.491,3rd of 6,2,,673,687,1200948,29.2,27.4,37,15,G.Minton (5.5),F.Robinson (87-75),SFG
2158,36,1981,SFG,NL West,111,56,55,0,0.505,0.514,4th of 6,11.5,,427,414,632274,29.7,29.1,35,13,D.Alexander (3.5),F.Robinson (56-55),SFG
2159,37,1980,SFG,NL West,161,75,86,0,0.466,0.454,5th of 6,17,,573,634,1096115,28.2,27.6,38,17,J.Clark (4.7),D.Bristol (75-86),SFG
2160,38,1979,SFG,NL West,162,71,91,0,0.438,0.449,4th of 6,19.5,,672,751,1456402,28.1,28.3,36,16,J.Clark (3.5),J.Altobelli (61-79) and D.Bristol (10-12),SFG
2161,39,1978,SFG,NL West,162,89,73,0,0.549,0.514,3rd of 6,6,,613,594,1740477,27.2,27.8,34,14,V.Blue (6.2),J.Altobelli (89-73),SFG
2162,40,1977,SFG,NL West,162,75,87,0,0.463,0.475,4th of 6,23,,673,711,700056,26.7,27,33,13,E.Halicki (5.7),J.Altobelli (75-87),SFG
2163,41,1976,SFG,NL West,162,74,88,0,0.457,0.435,4th of 6,28,,595,686,626868,26.2,25.8,36,14,J.Montefusco (6.4),B.Rigney (74-88),SFG
2164,42,1975,SFG,NL West,161,80,81,0,0.497,0.492,3rd of 6,27.5,,659,671,522919,25.6,24.9,37,14,J.Montefusco (6.4),W.Westrum (80-81),SFG
2165,43,1974,SFG,NL West,162,72,90,0,0.444,0.44,5th of 6,30,,634,723,519987,25.2,25.3,35,17,J.Barr (6.9),C.Fox (34-42) and W.Westrum (38-48),SFG
2166,44,1973,SFG,NL West,162,88,74,0,0.543,0.523,3rd of 6,11,,739,702,834193,25.6,26.8,32,14,B.Bonds (7.8),C.Fox (88-74),SFG
2167,45,1972,SFG,NL West,155,69,86,0,0.445,0.509,5th of 6,26.5,,662,649,647744,25.5,27,36,15,C.Speier (6.0),C.Fox (69-86),SFG
2168,46,1971,SFG,NL West,162,90,72,0,0.556,0.542,1st of 6,--,Lost NLCS (3-1),706,644,1106043,27.3,28.5,37,13,B.Bonds (6.7),C.Fox (90-72),SFG
2169,47,1970,SFG,NL West,162,86,76,0,0.531,0.503,3rd of 6,16,,831,826,740720,28,28.4,38,16,G.Perry (7.1),C.King (19-23) and C.Fox (67-53),SFG
2170,48,1969,SFG,NL West,162,90,72,0,0.556,0.552,2nd of 6,3,,713,636,873603,27.9,29.5,37,14,W.McCovey (8.1),C.King (90-72),SFG
2171,49,1968,SFG,NL,163,88,74,1,0.543,0.557,2nd of 10,9,,599,529,837220,27.9,29,31,12,W.McCovey (7.0),H.Franks (88-74),SFG
2172,50,1967,SFG,NL,162,91,71,0,0.562,0.576,2nd of 10,10.5,,652,551,1242480,27.2,28.6,36,13,J.Hart (5.8),H.Franks (91-71),SFG
2173,51,1966,SFG,NL,161,93,68,0,0.578,0.534,2nd of 10,1.5,,675,626,1657192,26.7,28,37,14,J.Marichal (9.8),H.Franks (93-68),SFG
2174,52,1965,SFG,NL,163,95,67,1,0.586,0.564,2nd of 10,2,,682,593,1546075,26.7,28.8,40,16,W.Mays (11.2),H.Franks (95-67),SFG
2175,53,1964,SFG,NL,162,90,72,0,0.556,0.551,4th of 10,3,,656,587,1504364,27.4,27.7,33,15,W.Mays (11.0),A.Dark (90-72),SFG
2176,54,1963,SFG,NL,162,88,74,0,0.543,0.556,3rd of 10,11,,725,641,1571306,28.2,28.8,35,16,W.Mays (10.6),A.Dark (88-74),SFG
2177,55,1962,SFG,NL,165,103,62,0,0.624,0.608,1st of 10,--,Lost WS (4-3),878,690,1592594,27.5,28.8,31,12,W.Mays (10.5),A.Dark (103-62),SFG
2178,56,1961,SFG,NL,155,85,69,1,0.552,0.575,3rd of 8,8,,773,655,1390679,26.8,27.6,32,12,W.Mays (8.7),A.Dark (85-69),SFG
2179,57,1960,SFG,NL,156,79,75,2,0.513,0.528,5th of 8,16,,671,631,1795356,26.8,28.5,33,15,W.Mays (9.5),B.Rigney (33-25) and T.Sheehan (46-50),SFG
2180,58,1959,SFG,NL,154,83,71,0,0.539,0.564,3rd of 8,4,,705,613,1422130,26.2,28.4,34,14,W.Mays (7.8),B.Rigney (83-71),SFG
2181,59,1958,SFG,NL,154,80,74,0,0.519,0.519,3rd of 8,12,,727,698,1272625,26.8,27.6,39,17,W.Mays (10.2),B.Rigney (80-74),SFG
2182,60,1957,New York Giants,NL,154,69,85,0,0.448,0.461,6th of 8,26,,643,701,653923,29.4,27.7,38,18,W.Mays (8.3),B.Rigney (69-85),SFG
2183,61,1956,New York Giants,NL,154,67,87,0,0.435,0.416,6th of 8,26,,540,650,629179,27.5,29.4,40,16,W.Mays (7.6),B.Rigney (67-87),SFG
2184,62,1955,New York Giants,NL,154,80,74,0,0.519,0.519,3rd of 8,18.5,,702,673,824112,28.6,29.7,33,13,W.Mays (9.0),L.Durocher (80-74),SFG
2185,63,1954,New York Giants,NL,154,97,57,0,0.63,0.628,1st of 8,--,Won WS (4-0),732,550,1155067,28.3,29.9,38,16,W.Mays (10.6),L.Durocher (97-57),SFG
2186,64,1953,New York Giants,NL,155,70,84,1,0.455,0.513,5th of 8,35,,768,747,811518,28.3,30.4,32,15,A.Dark (4.7),L.Durocher (70-84),SFG
2187,65,1952,New York Giants,NL,154,92,62,0,0.597,0.556,2nd of 8,4.5,,722,639,984940,27.8,31,37,15,A.Dark (5.8),L.Durocher (92-62),SFG
2188,66,1951,New York Giants,NL,157,98,59,0,0.624,0.589,1st of 8,--,Lost WS (4-2),781,641,1059539,27.9,29.8,34,14,M.Irvin (6.9),L.Durocher (98-59),SFG
2189,67,1950,New York Giants,NL,154,86,68,0,0.558,0.561,3rd of 8,5,,735,643,1008878,27.1,29.3,34,11,E.Stanky (8.0),L.Durocher (86-68),SFG
2190,68,1949,New York Giants,NL,156,73,81,2,0.474,0.528,5th of 8,24,,736,693,1218446,28.1,27.7,40,13,B.Thomson (6.2),L.Durocher (73-81),SFG
2191,69,1948,New York Giants,NL,155,78,76,1,0.506,0.547,5th of 8,13.5,,780,703,1459269,27.7,27.3,42,19,J.Mize (6.6),M.Ott (37-38) and L.Durocher (41-38),SFG
2192,70,1947,New York Giants,NL,155,81,73,1,0.526,0.54,4th of 8,13,,830,761,1600793,27.7,26.6,41,19,J.Mize (7.1),M.Ott (81-73),SFG
2193,71,1946,New York Giants,NL,154,61,93,0,0.396,0.449,8th of 8,36,,612,685,1219873,28.8,27.4,49,22,J.Mize (6.3),M.Ott (61-93),SFG
2194,72,1945,New York Giants,NL,154,78,74,2,0.513,0.478,5th of 8,19,,668,701,1016468,28.8,27.8,39,17,M.Ott (4.5),M.Ott (78-74),SFG
2195,73,1944,New York Giants,NL,155,67,87,1,0.435,0.443,5th of 8,38,,682,773,674483,29.6,28.3,35,17,M.Ott (5.2),M.Ott (67-87),SFG
2196,74,1943,New York Giants,NL,156,55,98,3,0.359,0.39,8th of 8,49.5,,558,713,466095,29.9,29.5,36,17,M.Witek (2.8),M.Ott (55-98),SFG
2197,75,1942,New York Giants,NL,154,85,67,2,0.559,0.554,3rd of 8,20,,675,600,779621,29.6,29.4,31,14,M.Ott (6.3),M.Ott (85-67),SFG
2198,76,1941,New York Giants,NL,156,74,79,3,0.484,0.474,5th of 8,25.5,,667,706,763098,29.5,29.6,39,18,M.Ott (4.6),B.Terry (74-79),SFG
2199,77,1940,New York Giants,NL,152,72,80,0,0.474,0.503,6th of 8,27.5,,663,659,747852,28.7,30.1,29,12,M.Ott (5.2),B.Terry (72-80),SFG
2200,78,1939,New York Giants,NL,151,77,74,0,0.51,0.512,5th of 8,18.5,,703,685,702457,28.9,28.6,34,14,M.Ott (5.7),B.Terry (77-74),SFG
2201,79,1938,New York Giants,NL,152,83,67,2,0.553,0.546,3rd of 8,5,,705,637,799633,28.5,28.1,30,12,M.Ott (8.9),B.Terry (83-67),SFG
2202,80,1937,New York Giants,NL,152,95,57,0,0.625,0.589,1st of 8,--,Lost WS (4-1),732,602,926887,28.1,27.8,32,15,D.Bartell (6.6),B.Terry (95-57),SFG
2203,81,1936,New York Giants,NL,154,92,62,0,0.597,0.581,1st of 8,--,Lost WS (4-2),742,621,837952,28.3,28,29,9,C.Hubbell (9.9),B.Terry (92-62),SFG
2204,82,1935,New York Giants,NL,156,91,62,3,0.595,0.56,3rd of 8,8.5,,770,675,748748,28.2,27.5,28,12,M.Ott (7.1),B.Terry (91-62),SFG
2205,83,1934,New York Giants,NL,153,93,60,0,0.608,0.619,2nd of 8,2,,760,583,730851,29.2,28.6,28,11,M.Ott (7.3),B.Terry (93-60),SFG
2206,84,1933,New York Giants,NL,156,91,61,4,0.599,0.595,1st of 8,--,Won WS (4-1),636,515,604471,28.5,28.8,31,12,C.Hubbell (8.9),B.Terry (91-61),SFG
2207,85,1932,New York Giants,NL,154,72,82,0,0.468,0.531,6th of 8,18,,755,706,484868,27.6,29.9,31,11,M.Ott (7.9),J.McGraw (17-23) and B.Terry (55-59),SFG
2208,86,1931,New York Giants,NL,153,87,65,1,0.572,0.612,2nd of 8,13,,768,599,812163,27.9,29.7,31,14,B.Terry (6.1),J.McGraw (87-65),SFG
2209,87,1930,New York Giants,NL,154,87,67,0,0.565,0.574,3rd of 8,5,,959,814,868714,27.2,28.8,33,14,B.Terry (7.6),J.McGraw (87-67),SFG
2210,88,1929,New York Giants,NL,152,84,67,1,0.556,0.606,3rd of 8,13.5,,897,709,868806,27,29,33,12,M.Ott (7.4),J.McGraw (84-67),SFG
2211,89,1928,New York Giants,NL,155,93,61,1,0.604,0.596,2nd of 8,2,,807,653,916191,25.9,28.7,38,16,F.Lindstrom (6.3),J.McGraw (93-61),SFG
2212,90,1927,New York Giants,NL,155,92,62,1,0.597,0.558,3rd of 8,2,,817,720,858190,28.1,28.5,43,22,R.Hornsby (10.1),J.McGraw (70-52) and R.Hornsby (22-10),SFG
2213,91,1926,New York Giants,NL,151,74,77,0,0.49,0.497,5th of 8,13.5,,663,668,700362,27.5,28.7,43,14,F.Frisch (4.6),J.McGraw (74-77),SFG
2214,92,1925,New York Giants,NL,152,86,66,0,0.566,0.522,2nd of 8,8.5,,736,702,778993,27.9,28,33,12,J.Scott (5.9),J.McGraw (65-55) and H.Jennings (21-11),SFG
2215,93,1924,New York Giants,NL,154,93,60,1,0.608,0.63,1st of 8,--,Lost WS (4-3),857,641,844068,27.6,27,31,15,F.Frisch (7.4),J.McGraw (61-48) and H.Jennings (32-12),SFG
2216,94,1923,New York Giants,NL,153,95,58,0,0.621,0.603,1st of 8,--,Lost WS (4-2),854,679,820780,27.7,27.7,34,15,F.Frisch (7.1),J.McGraw (95-58),SFG
2217,95,1922,New York Giants,NL,156,93,61,2,0.604,0.616,1st of 8,--,Won WS (4-0-1),852,658,945809,27.8,28,37,15,D.Bancroft (6.0),J.McGraw (93-61),SFG
2218,96,1921,New York Giants,NL,153,94,59,0,0.614,0.624,1st of 8,--,Won WS (5-3),840,637,973477,27,29.1,38,12,D.Bancroft (7.4),J.McGraw (94-59),SFG
2219,97,1920,New York Giants,NL,155,86,68,1,0.558,0.603,2nd of 8,7,,682,543,929609,26.9,28.7,38,13,R.Youngs (6.4),J.McGraw (86-68),SFG
2220,98,1919,New York Giants,NL,140,87,53,0,0.621,0.614,2nd of 8,9,,605,470,708857,28.8,27.4,41,19,A.Fletcher (5.3),J.McGraw (87-53),SFG
2221,99,1918,New York Giants,NL,124,71,53,0,0.573,0.566,2nd of 8,10.5,,480,415,256618,28.2,28,32,15,A.Fletcher (4.6),J.McGraw (71-53),SFG
2222,100,1917,New York Giants,NL,158,98,56,4,0.636,0.646,1st of 8,--,Lost WS (4-2),635,457,500264,28.3,28.3,33,11,A.Fletcher (7.4),J.McGraw (98-56),SFG
2223,101,1916,New York Giants,NL,155,86,66,3,0.566,0.577,4th of 8,7,,597,504,552056,27.6,27.3,37,12,A.Fletcher (6.3),J.McGraw (86-66),SFG
2224,102,1915,New York Giants,NL,155,69,83,3,0.454,0.465,8th of 8,21,,582,628,391850,27.8,27.1,36,12,J.Tesreau (5.7),J.McGraw (69-83),SFG
2225,103,1914,New York Giants,NL,156,84,70,2,0.545,0.57,2nd of 8,10.5,,672,576,364313,27.4,28.7,33,12,G.Burns (6.4),J.McGraw (84-70),SFG
2226,104,1913,New York Giants,NL,156,101,51,4,0.664,0.627,1st of 8,--,Lost WS (4-1),684,515,630000,26.5,27.7,32,11,C.Mathewson (6.9),J.McGraw (101-51),SFG
2227,105,1912,New York Giants,NL,154,103,48,3,0.682,0.661,1st of 8,--,Lost WS (4-3),823,571,638000,25.8,27.3,28,12,C.Mathewson (7.8),J.McGraw (103-48),SFG
2228,106,1911,New York Giants,NL,154,99,54,1,0.647,0.648,1st of 8,--,Lost WS (4-2),756,542,675000,25.3,27,28,10,C.Mathewson (7.3),J.McGraw (99-54),SFG
2229,107,1910,New York Giants,NL,155,91,63,1,0.591,0.605,2nd of 8,13,,715,567,511785,25.7,26.1,28,11,C.Mathewson (8.1),J.McGraw (91-63),SFG
2230,108,1909,New York Giants,NL,158,92,61,5,0.601,0.56,3rd of 8,18.5,,624,547,783700,27,25.9,30,12,C.Mathewson (10.1),J.McGraw (92-61),SFG
2231,109,1908,New York Giants,NL,157,98,56,3,0.636,0.658,2nd of 8,1,,651,455,910000,28.9,28.1,30,10,C.Mathewson (11.2),J.McGraw (98-56),SFG
2232,110,1907,New York Giants,NL,155,82,71,2,0.536,0.554,4th of 8,25.5,,574,510,538350,30.7,28.7,28,9,C.Mathewson (7.8),J.McGraw (82-71),SFG
2233,111,1906,New York Giants,NL,153,96,56,1,0.632,0.593,2nd of 8,20,,625,509,402850,30.6,28,25,7,A.Devlin (8.0),J.McGraw (96-56),SFG
2234,112,1905,New York Giants,NL,155,105,48,2,0.686,0.689,1st of 8,--,Won WS (4-1),780,505,552700,29.7,27.3,21,6,C.Mathewson (10.1),J.McGraw (105-48),SFG
2235,113,1904,New York Giants,NL,158,106,47,5,0.693,0.695,1st of 8,--,,744,474,609826,29.1,27.1,23,9,J.McGinnity (9.5),J.McGraw (106-47),SFG
2236,114,1903,New York Giants,NL,142,84,55,3,0.604,0.613,2nd of 8,6.5,,729,567,579530,29.2,27.4,20,7,J.McGinnity (11.3),J.McGraw (84-55),SFG
2237,115,1902,New York Giants,NL,139,48,88,3,0.353,0.325,8th of 8,53.5,,405,604,302875,28.8,26.3,39,13,C.Mathewson (4.4),"H.Fogel (18-23), H.Smith (5-27) and J.McGraw (25-38)",SFG
2238,116,1901,New York Giants,NL,141,52,85,4,0.38,0.354,7th of 8,37,,544,755,297650,27.9,24.8,34,19,C.Mathewson (9.0),G.Davis (52-85),SFG
2239,117,1900,New York Giants,NL,141,60,78,3,0.435,0.435,8th of 8,23,,713,823,190000,29,26.2,23,9,K.Selbach (5.1),B.Ewing (21-41) and G.Davis (39-37),SFG
2240,118,1899,New York Giants,NL,152,60,90,2,0.4,0.428,10th of 12,42,,741,868,121384,28.6,26.4,33,11,C.Seymour (5.6),J.Day (29-35) and F.Hoey (31-55),SFG
2241,119,1898,New York Giants,NL,157,77,73,7,0.513,0.521,7th of 12,25.5,,837,800,265414,29,26.8,26,7,B.Joyce (4.3),B.Joyce (68-60) and C.Anson (9-13),SFG
2242,120,1897,New York Giants,NL,137,83,48,6,0.634,0.616,3rd of 12,9.5,,901,696,390340,27.9,27,23,7,A.Rusie (8.8),B.Joyce (83-48),SFG
